DateTime,Entries,UniqueIPs
1542855723,6749,6933
1542856324,6704,6885
1542856924,6750,6931
1542857523,6756,6937
1542858123,6785,6965
1542858724,6774,6957
1542859323,6780,6961
1542860523,6738,6919
1542861124,6726,6905
1542861724,6725,6900
1542862322,6725,6903
1542862923,6758,6938
1542864123,6723,6899
1542864724,6707,6882
1542865323,6715,6888
1542866523,6720,6894
1542867723,6664,6839
1542868323,6639,6812
1542868923,6599,6772
1542870123,6622,6799
1542870723,6624,6798
1542871323,6593,6761
1542871923,6639,6808
1542872523,6678,6848
1542873123,6677,6846
1542873723,6627,6797
1542874924,6585,6753
1542875523,6626,6797
1542876123,6616,6790
1542876723,6655,6830
1542877323,6657,6831
1542878523,6601,6776
1542879123,6642,6819
1542879725,6678,6855
1542880923,6672,6847
1542881525,6635,6807
1542882123,6680,6857
1542883323,6589,6766
1542884523,6586,6761
1542885723,6632,6809
1542886923,6586,6762
1542888123,6539,6711
1542889323,6518,6690
1542890523,6459,6633
1542891724,6443,6621
1542892324,6379,6555
1542892923,6386,6562
1542894123,6422,6600
1542895323,6415,6596
1542896523,6356,6531
1542897123,6362,6537
1542897723,6335,6509
1542898323,6330,6505
1542898924,6332,6505
1542899523,6343,6516
1542900124,6337,6508
1542901324,6274,6445
1542902523,6228,6392
1542903124,6282,6450
1542903723,6261,6425
1542904323,6249,6414
1542904924,6286,6457
1542905523,6240,6409
1542906123,6283,6458
1542906723,6279,6456
1542907323,6284,6460
1542907924,6327,6505
1542908523,6374,6552
1542909723,6352,6534
1542910323,6315,6491
1542910923,6348,6526
1542911524,6352,6528
1542912124,6404,6581
1542912723,6401,6580
1542913323,6376,6548
1542913924,6417,6591
1542914524,6415,6593
1542915124,6470,6648
1542915723,6519,6700
1542916323,6523,6702
1542916923,6518,6698
1542917523,6549,6729
1542918123,6535,6712
1542919325,6510,6687
1542920523,6564,6741
1542921723,6423,6601
1542922923,6369,6547
1542924123,6416,6596
1542925323,6369,6545
1542925924,6314,6485
1542926524,6327,6499
1542927724,6322,6489
1542928324,6329,6495
1542928924,6326,6493
1542929523,6325,6492
1542930124,6331,6496
1542930723,6338,6505
1542931324,6352,6517
1542931923,6347,6513
1542932523,6389,6557
1542933123,6409,6579
1542933723,6449,6620
1542934923,6463,6632
1542935525,6467,6634
1542936123,6472,6633
1542936723,6432,6589
1542937323,6441,6597
1542937923,6495,6653
1542938523,6532,6693
1542939723,6538,6700
1542940323,6535,6693
1542940923,6536,6690
1542942123,6507,6656
1542942724,6504,6654
1542943323,6480,6627
1542943923,6479,6628
1542944522,6448,6597
1542945123,6447,6595
1542945723,6495,6644
1542946326,6495,6644
1542946923,6542,6693
1542948123,6489,6638
1542948723,6487,6636
1542949323,6492,6640
1542949925,6492,6639
1542950524,6533,6681
1542951725,6490,6638
1542952923,6463,6613
1542953524,6502,6654
1542954123,6544,6696
1542954723,6558,6712
1542955323,6573,6728
1542955923,6587,6739
1542956523,6625,6781
1542957124,6656,6804
1542957723,6576,6724
1542958923,6561,6712
1542959524,6519,6665
1542960123,6563,6711
1542960724,6573,6720
1542961324,6607,6754
1542962523,6549,6694
1542963723,6543,6685
1542964323,6531,6674
1542964923,6577,6721
1542965523,6523,6664
1542966123,6518,6658
1542967324,6524,6662
1542968523,6524,6663
1542969123,6511,6653
1542969724,6550,6693
1542970323,6543,6685
