DateTime,Entries,UniqueIPs
1542571171,9758,9758
1542572071,9855,9855
1542572918,10027,10027
1542574533,10214,10214
1542575673,10432,10432
1542577354,11174,11174
1542578737,11481,11481
1542580836,11649,11649
1542582866,11668,11668
1542584548,11714,11714
1542586481,11725,11725
1542588161,11731,11731
1542590069,12019,12019
1542591773,12257,12257
1542592956,12353,12353
1542594524,12419,12419
1542595371,12439,12439
1542596204,12455,12455
1542597348,12453,12453
1542598538,12470,12470
1542599700,12487,12487
1542600943,12486,12486
1542601728,12506,12506
1542603391,12513,12513
1542604477,12506,12506
1542606031,12519,12519
1542606990,12521,12521
1542608146,12524,12524
1542609651,12526,12526
1542611447,12526,12526
1542613360,12529,12529
1542614193,12533,12533
1542615289,12529,12529
1542616956,12532,12532
1542618646,12533,12533
1542620558,12545,12545
1542621389,12549,12549
1542622527,12544,12544
1542624159,12553,12553
1542626090,12555,12555
1542627756,12561,12561
1542628598,12574,12574
1542629734,12589,12589
1542630938,12592,12592
1542632137,12600,12600
1542633343,12612,12612
1542634121,12617,12617
1542635613,12612,12612
1542636873,12616,12616
1542638447,12622,12622
1542640191,12619,12619
1542641460,12605,12605
1542642946,12612,12612
1542644074,12618,12618
1542644914,12623,12623
1542646598,12627,12627
1542647665,12627,12627
1542648514,12638,12638
1542649346,12640,12640
1542651278,12656,12656
1542652112,12663,12663
1542653797,12645,12645
1542654868,12632,12632
1542656096,12642,12642
1542656548,12644,12644
1542657932,12647,12647
1542659730,12649,12649
1542660995,12655,12655
1542662143,12656,12656
1542662907,12658,12658
1542664598,12659,12659
1542665742,12662,12662
1542666509,12665,12665
1542667354,12660,12660
1542669045,12651,12651
1542670958,12690,12690
1542672338,12716,12716
1542673500,12745,12745
1542674786,12765,12765
1542676468,12770,12770
1542678162,12758,12758
1542680074,12757,12757
1542681757,12779,12779
1542683688,12804,12804
1542685071,12815,12815
1542686595,12811,12811
1542687268,12819,12819
1542688120,12822,12822
1542689731,12822,12822
1542690943,12815,12815
1542692549,12810,12810
1542693938,12804,12804
1542695317,12810,12810
1542696460,12806,12806
1542697747,12801,12801
1542698922,12804,12804
1542700591,12796,12796
1542701740,12796,12796
1542702925,12797,12797
1542704203,12799,12799
1542705343,12804,12804
1542706106,12806,12806
1542707428,12798,12798
1542708637,12786,12786
1542709717,12792,12792
1542712238,12764,12764
1542714149,12749,12749
1542714996,12754,12754
1542716079,12745,12745
1542718597,12727,12727
1542719685,12728,12728
1542721350,12739,12739
1542722753,12747,12747
1542723948,12753,12753
1542725796,12758,12758
1542726869,12752,12752
1542728555,12758,12758
1542730479,12744,12744
1542731319,12750,12750
1542732162,12724,12724
1542732985,12726,12726
1542734148,12681,12681
1542735336,12618,12618
1542736546,12590,12590
1542737742,12590,12590
1542739248,12506,12506
1542740186,12419,12419
1542741337,12423,12423
1542742954,12228,12228
1542744333,12064,12064
1542746135,11675,11675
1542747393,11476,11476
1542748544,11051,11051
1542749646,10928,10928
1542750984,10931,10931
1542752086,10844,10844
1542753752,10811,10811
1542754588,10796,10796
1542755741,10789,10789
1542757253,10782,10782
1542759273,10783,10783
1542760118,10784,10784
1542760946,9970,9970
1542762873,9784,9784
1542764548,9700,9700
1542765393,9689,9689
1542766483,9669,9669
1542767315,9685,9685
1542768989,9657,9657
1542770149,9641,9641
1542770907,9645,9645
1542771771,9625,9625
1542773680,9617,9617
1542774535,9625,9625
1542775986,9620,9620
1542777270,9617,9617
1542778108,9620,9620
1542778965,9613,9613
1542780872,9606,9606
1542782446,9599,9599
1542784253,9597,9597
1542785310,9603,9603
1542786529,9597,9597
1542787696,9592,9592
1542789346,9574,9574
1542790534,9572,9572
1542791676,9563,9563
1542792980,9557,9557
1542794131,9559,9559
1542795269,9551,9551
1542796117,9553,9553
1542797799,9530,9530
1542798890,9521,9521
1542799718,9523,9523
1542801399,9500,9500
1542802468,9490,9490
1542803318,9493,9493
1542804992,9481,9481
1542806084,9477,9477
1542807990,9458,9458
1542809136,9454,9454
1542810509,9456,9456
1542811835,9448,9448
1542813271,9432,9432
1542814454,9422,9422
1542815801,9424,9424
1542816877,9417,9417
1542818438,9405,9405
1542820242,9385,9385
1542821427,9369,9369
1542822637,9366,9366
1542823838,9360,9360
1542825616,9363,9363
1542826604,9358,9358
1542827686,9351,9351
1542828858,9346,9346
1542830741,9335,9335
1542832106,9337,9337
1542833793,9336,9336
1542834867,9335,9335
1542836135,9335,9335
1542837389,9336,9336
1542838478,9340,9340
1542839727,9319,9319
1542842102,9277,9277
1542842918,9282,9282
1542843749,9242,9242
1542844597,9232,9232
1542845744,9222,9222
1542846930,9221,9221
1542848137,9224,9224
1542849341,9217,9217
1542850948,9199,9199
1542852343,9168,9168
1542854558,9146,9146
1542855749,9142,9142
1542857464,9143,9143
1542858160,9149,9149
1542860068,9155,9155
1542861749,9154,9154
1542863679,9151,9151
1542865252,9150,9150
1542866746,9150,9150
1542868116,9153,9153
1542869800,9161,9161
1542870955,9163,9163
1542871712,9164,9164
1542873030,9161,9161
1542874496,9155,9155
1542875312,9156,9156
1542876171,9149,9149
1542877014,9152,9152
1542878079,9146,9146
1542879761,9138,9138
1542881143,9132,9132
1542882516,9146,9146
1542883362,9152,9152
1542884232,9151,9151
1542885340,9156,9156
1542886114,9164,9164
1542887730,9157,9157
1542888948,9152,9152
1542890558,9146,9146
1542892468,9132,9132
1542893648,9129,9129
1542894780,9136,9136
1542896068,9136,9136
1542896916,9142,9142
1542897756,9141,9141
1542899671,9151,9151
1542900515,9155,9155
1542901724,9153,9153
1542903280,9153,9153
1542904954,9155,9155
1542906866,9145,9145
1542907713,9148,9148
1542909328,9142,9142
1542910491,9131,9131
1542912155,9141,9141
1542912994,9149,9149
1542914144,9142,9142
1542915328,9148,9148
1542917739,9150,9150
1542919240,9148,9148
1542921275,9154,9154
