DateTime,AddedIPs,RemovedIPs
1542835923,17,54
1542836522,23,15
1542837723,25,35
1542838324,34,0
1542838922,16,0
1542840123,8,24
1542840723,6,27
1542841323,28,9
1542841923,28,0
1542842523,23,64
1542843122,20,0
1542843722,29,0
1542844323,31,4
1542845522,46,22
1542846123,65,47
1542847324,69,1
1542848524,22,67
1542849124,9,0
1542849723,33,12
1542850923,37,10
1542852124,27,43
1542853324,59,4
1542853923,51,53
1542854523,43,0
1542855723,70,45
1542856324,56,25
1542856923,29,0
1542858123,29,37
1542859323,58,67
1542859923,30,0
1542860523,26,105
1542861123,54,0
1542861724,55,42
1542862322,25,0
1542862923,15,0
1542864123,32,86
1542864724,11,17
1542865323,36,9
1542866523,42,0
1542867723,54,53
1542868922,30,39
1542870123,81,0
1542871323,38,76
1542871923,11,0
1542872523,9,0
1542873723,28,29
1542874924,31,34
1542875523,28,0
1542876123,28,26
1542876723,47,0
1542877323,20,22
1542877924,49,0
1542878523,44,38
1542879123,24,0
1542879725,30,0
1542880323,23,54
1542880922,29,0
1542881525,22,64
1542882123,30,0
1542883323,40,112
1542884523,52,57
1542885723,66,0
1542886923,59,42
1542888122,70,46
1542889323,27,17
1542890523,34,36
1542891723,49,31
1542892323,38,29
1542892923,48,45
1542894123,64,0
1542895323,62,52
1542896523,37,55
1542897123,61,16
1542897722,22,49
1542898923,35,91
1542899523,3,0
1542900124,19,47
1542900723,27,0
1542901324,45,21
1542902523,16,60
1542903124,33,0
1542903723,28,49
1542904323,4,0
1542904924,29,0
1542905522,3,23
1542906123,2,30
1542907323,18,59
1542907923,44,53
1542908523,24,0
1542909723,66,93
1542910323,15,48
1542910923,24,0
1542911523,25,24
1542912123,8,0
1542913323,19,72
1542913924,37,0
1542914524,26,18
1542915723,33,0
1542916923,56,122
1542917523,67,0
1542918123,72,0
1542918724,38,52
1542919325,36,77
1542920523,23,0
1542921723,5,75
1542922923,24,44
1542924123,17,0
1542925323,2,43
1542925924,4,15
1542926523,7,6
1542927724,9,14
1542928923,55,23
1542929522,39,22
1542930124,31,27
1542930723,65,18
1542931324,43,60
1542932523,26,34
1542933123,6,54
1542934923,3,41
1542936123,15,44
1542936723,19,33
1542937323,24,24
1542938523,22,0
1542939124,73,26
1542939723,44,0
1542940923,42,98
1542942123,10,56
1542943323,28,142
1542943923,32,0
1542944522,22,34
1542945122,15,0
1542945723,6,0
1542946326,47,81
1542946923,4,0
1542948123,25,93
1542949323,22,57
1542950523,21,62
1542951724,42,43
1542952323,41,23
1542952923,26,66
1542953524,56,0
1542954123,21,0
1542954723,15,38
1542955323,11,0
1542956523,13,19
1542957723,21,48
1542958322,2,0
1542958923,10,20
1542960123,39,32
1542960724,25,30
1542961323,7,0
1542961923,25,56
1542962523,75,39
1542963123,50,0
1542963723,41,17
1542964923,13,118
1542965522,6,63
1542966123,21,15
1542966723,32,0
1542967324,20,65
1542968522,26,35
1542969123,33,60
1542969724,53,0
1542970323,38,44
1542970923,12,0
1542972123,17,117
1542973322,11,50
1542973923,1,0
1542974523,8,0
1542975122,7,40
1542975723,20,32
1542976322,10,0
1542976923,28,0
1542977523,22,40
1542978122,24,49
1542979323,28,47
1542979923,13,52
1542980523,41,67
1542981123,58,0
1542981723,44,59
1542982323,61,0
1542982922,30,17
1542983523,35,70
1542984125,44,0
1542985323,33,15
1542985923,12,29
1542986523,33,16
1542987723,26,56
1542988924,21,47
