DateTime,AddedIPs,RemovedIPs
1542855723,47,39
1542856324,37,85
1542856924,46,0
1542857523,49,43
1542858123,73,45
1542858724,43,51
1542859323,44,40
1542860523,31,73
1542861124,36,50
1542861724,38,43
1542862322,37,34
1542862923,35,0
1542864123,46,85
1542864724,31,48
1542865323,36,30
1542866523,41,35
1542867723,36,91
1542868323,35,62
1542868923,29,69
1542870123,27,0
1542870723,48,49
1542871323,51,88
1542871923,47,0
1542872523,40,0
1542873123,30,32
1542873723,37,86
1542874924,33,77
1542875523,44,0
1542876123,45,52
1542876723,40,0
1542877323,41,40
1542878523,37,92
1542879123,43,0
1542879725,36,0
1542880923,30,38
1542881525,45,85
1542882123,50,0
1542883323,40,131
1542884523,50,55
1542885723,48,0
1542886923,29,76
1542888123,48,99
1542889323,40,61
1542890523,34,91
1542891724,31,43
1542892324,37,103
1542892923,43,36
1542894123,38,0
1542895323,42,46
1542896523,32,97
1542897123,55,49
1542897723,48,76
1542898323,37,41
1542898924,41,41
1542899523,55,44
1542900124,39,47
1542901324,34,97
1542902523,53,106
1542903124,58,0
1542903723,59,84
1542904323,41,52
1542904924,43,0
1542905523,34,82
1542906123,49,0
1542906723,47,49
1542907323,49,45
1542907924,45,0
1542908523,47,0
1542909723,35,53
1542910323,39,82
1542910923,35,0
1542911524,54,52
1542912124,53,0
1542912723,48,49
1542913323,54,86
1542913924,43,0
1542914524,47,45
1542915124,55,0
1542915723,52,0
1542916323,48,46
1542916923,41,45
1542917523,31,0
1542918123,41,58
1542919325,55,80
1542920523,54,0
1542921723,49,189
1542922923,43,97
1542924123,49,0
1542925323,38,89
1542925924,43,103
1542926524,53,39
1542927724,41,51
1542928324,47,41
1542928924,36,38
1542929523,43,44
1542930124,35,31
1542930723,42,33
1542931324,45,33
1542931923,50,54
1542932523,44,0
1542933123,48,26
1542933723,41,0
1542934923,47,35
1542935525,44,42
1542936123,43,44
1542936723,40,84
1542937323,46,38
1542937923,56,0
1542938523,40,0
1542939723,48,41
1542940323,43,50
1542940923,51,54
1542942123,35,69
1542942724,43,45
1542943323,40,67
1542943923,51,50
1542944522,46,77
1542945123,33,35
1542945723,49,0
1542946326,49,49
1542946923,49,0
1542948123,42,97
1542948723,41,43
1542949323,42,38
1542949925,48,49
1542950524,42,0
1542951725,40,83
1542952923,56,81
1542953524,41,0
1542954123,42,0
1542954723,45,29
1542955323,48,32
1542955923,40,29
1542956523,42,0
1542957124,65,42
1542957723,57,137
1542958923,46,58
1542959524,33,80
1542960123,46,0
1542960724,40,31
1542961324,34,0
1542962523,53,113
1542963723,42,51
1542964323,36,47
1542964923,47,0
1542965523,47,104
1542966123,46,52
1542967324,41,37
1542968523,43,42
1542969123,37,47
1542969724,40,0
1542970323,42,50
1542970923,40,0
1542972123,38,81
1542973323,41,46
1542974523,43,0
1542975122,38,43
1542975723,43,38
1542976924,33,38
1542977523,43,0
1542978123,33,51
1542979323,42,41
1542979923,56,41
1542980523,35,42
1542981723,41,50
1542982323,60,0
1542982923,48,40
1542983523,33,45
1542984126,51,0
1542985323,37,83
1542985923,38,28
1542986524,57,40
1542987723,39,42
1542988924,52,47
1542989525,40,19
1542990123,42,39
1542990723,47,38
1542991323,40,36
1542992523,55,106
1542993124,45,0
1542993723,49,96
1542994923,46,42
1542996123,41,82
1542996724,51,0
1542997323,36,73
1542998523,43,41
1542999723,41,72
1543000324,36,44
1543000923,42,48
1543001523,30,75
1543002123,41,39
1543002723,45,39
1543003323,41,25
1543003923,26,0
1543004523,23,30
1543005724,38,86
1543006324,34,0
1543006923,58,55
1543007523,34,0
